target_id,sample_id,sample_index,source_split,source_index,membership,true_label,predicted_label,boundary_distance,initially_correct,anchors_used,boundary_queries,censored,initial_label_query,total_label_queries,norm
MNIST_QNN_zz_r5_d6_s43,b32cf1650eeff365,21,train,21,1,2,2,2.3190269470214844,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,775c0c5f769e8892,22,train,22,1,0,0,2.130516529083252,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,28a63bdbf8dbfff6,23,train,23,1,0,0,2.843949556350708,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,65b667962797b50d,24,train,24,1,3,3,6.428790092468262,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,5bbb39b6d0e6abff,25,train,25,1,2,2,2.7747490406036377,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e8ab00d0bc25a6ce,26,train,26,1,1,1,1.9082661867141724,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,33e7d793b227af73,27,train,27,1,3,3,3.8569235801696777,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,81b1c78163fb30d3,28,train,28,1,1,1,3.2791523933410645,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,3545831cbc89e5bc,29,train,29,1,0,0,7.065802574157715,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,55bf8b1638338b9e,30,train,30,1,1,1,5.651270866394043,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,58b154e1cb505ec2,31,train,31,1,3,3,7.632249355316162,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,29c929da5da245d4,32,train,32,1,0,0,7.220170497894287,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,fe6a8cd109fc94e5,33,train,33,1,2,2,11.251874923706055,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,f13fd5fe49b1927e,34,train,34,1,3,3,5.138252258300781,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d4a89ed531c75d4c,35,train,35,1,2,2,3.8680596351623535,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7081d9b00939dc49,36,train,36,1,0,0,0.533793032169342,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a3e2614b01dae4dc,37,train,37,1,3,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,9b7f2c9fa2675054,38,train,38,1,0,0,3.2920382022857666,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,f55e25cf6348b7da,39,train,39,1,2,1,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,8ea72f7a35a859cc,40,train,40,1,2,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,9cbc7918cf78faf5,41,train,41,1,2,2,6.0209479331970215,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b1dddb0496a671a9,42,train,42,1,0,1,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,3f8af0abb9b1e415,43,train,43,1,1,1,1.5659081935882568,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e532a2bf06052190,44,train,44,1,0,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,c9fba5df9ae8c56e,45,train,45,1,2,2,0.4981671869754791,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a5e534264874bb62,46,train,46,1,0,0,1.0307297706604004,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,1a75b88a33c373b9,47,train,47,1,2,2,4.5852370262146,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,8e7f84a9b2e3a004,48,train,48,1,0,0,0.882055401802063,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e6aaa1383ef33482,49,train,49,1,0,0,3.0290844440460205,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d7dd174a70b58467,50,train,50,1,2,2,1.8723406791687012,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a234d5cee77b3715,51,train,51,1,0,0,0.20557892322540283,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,6be4064157e59d35,52,train,52,1,1,1,2.2888033390045166,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,00f1be44bea4f7f3,53,train,53,1,1,1,1.8476605415344238,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,f42e832a431d653a,54,train,54,1,2,2,0.9951683282852173,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,23cb47065a7daad1,55,train,55,1,2,2,5.537225246429443,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,98309a6923977407,56,train,56,1,2,2,1.5435904264450073,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,6c8dbb69b8c583fb,57,train,57,1,2,2,0.23840995132923126,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,49ff56ef58859e7d,58,train,58,1,1,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,9c60ff9e15e241f7,59,train,59,1,0,0,3.7321462631225586,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,55ed86172017ec93,60,train,60,1,3,3,8.510912895202637,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a9d922509b7a8413,61,train,61,1,1,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,178f1aa8b5dfb18a,62,train,62,1,1,1,5.43726921081543,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7844e1e93b1756c4,63,train,63,1,1,1,4.953720569610596,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,91b62d21fcedbbba,64,train,64,1,0,0,5.063995838165283,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,41808fc118a72f76,65,train,65,1,0,0,0.47887393832206726,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,39ee977859ba4f1a,66,train,66,1,3,3,5.914880275726318,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,cc8a18b2dc134b80,67,train,67,1,3,3,4.245429039001465,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9f877777f3e1b03b,68,train,68,1,2,2,0.891576886177063,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a0d4abb759d2f4e3,69,train,69,1,1,1,3.8316800594329834,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,c4f317fc266a08a1,70,train,70,1,2,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,3b1d7b2b92a50e2e,71,train,71,1,0,0,0.9853160977363586,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7bf20ef252c2723a,72,train,72,1,3,3,4.050327301025391,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,2feb011e180acd56,73,train,73,1,0,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,b6dd2d93fd948e94,74,train,74,1,1,1,5.037455081939697,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,4107f0c3dd5fc13b,75,train,75,1,1,1,5.526957035064697,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,6749c35d379229c2,76,train,76,1,2,2,3.1033880710601807,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,434b4ec2287a921d,77,train,77,1,0,0,2.9382431507110596,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,25dc2a82661a4b7c,78,train,78,1,2,2,2.3577914237976074,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,36994e1b003a4eb7,79,train,79,1,2,2,2.338794469833374,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,02bf12d00ec5146b,80,train,80,1,1,1,5.044503211975098,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,73ceed80817db4bd,81,train,81,1,1,1,4.895320415496826,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,62a840c999dd4372,82,train,82,1,0,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,8cd8c77658bb086d,83,train,83,1,1,1,7.672457218170166,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e277ecf536cf565c,84,train,84,1,1,1,4.177615165710449,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,1ceffd1a830e887d,85,train,85,1,1,1,1.5683183670043945,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,8e441a30bc3aaaba,86,train,86,1,1,1,2.6702992916107178,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,3b47b69611ef0ba4,87,train,87,1,0,1,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,17b34e3ba3da31a7,88,train,88,1,2,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,4733af71f68b1ad2,89,train,89,1,1,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,79db2163a56138a6,90,train,90,1,1,1,0.8352289199829102,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,ef1097acfa368dd6,91,train,91,1,0,0,3.5805418491363525,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,0367a062cea7392f,92,train,92,1,1,1,5.515991687774658,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,c276b3f29e14bcde,93,train,93,1,3,3,0.17049121856689453,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,019c79a1d32355f7,94,train,94,1,2,2,3.184086561203003,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b1f4e70689e428d9,95,train,95,1,0,0,3.0555925369262695,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,dd33b6f9735f31ab,96,train,96,1,0,0,7.9124436378479,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,fffd8e533998eb1d,97,train,97,1,2,2,0.026423504576086998,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,076f31840ad509dd,98,train,98,1,1,1,2.3356781005859375,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,2fc6dc8de64e24d0,99,train,99,1,3,3,7.086254119873047,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,ae407b7fd3131245,100,train,100,1,1,1,3.6002416610717773,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7dc0d4e18160ee31,101,train,101,1,1,1,5.276670932769775,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,1eb512ebd2eccb12,102,train,102,1,2,2,7.919925689697266,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,89323468fdbb62c8,103,train,103,1,3,3,7.424371242523193,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,60481b5993784fd9,104,train,104,1,0,0,13.686816215515137,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e77ffbb7f4b43f90,105,train,105,1,3,3,2.9122731685638428,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a400c06f0672f200,106,train,106,1,1,1,4.336181640625,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,255ad3e0a173ccda,107,train,107,1,1,1,4.736945629119873,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,0e476ca4f928ea33,108,train,108,1,2,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,61ead54b6c61731e,109,train,109,1,3,3,2.147472381591797,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7133b1be318fd985,110,train,110,1,0,0,2.309558868408203,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d366d38e94a54f1f,111,train,111,1,2,2,6.079503059387207,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a02b0d8b050b25cb,112,train,112,1,0,0,6.470949649810791,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d8874d7ec30b01f6,113,train,113,1,3,3,5.9361796379089355,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9b8bebf04c976bb5,114,train,114,1,0,0,5.4963178634643555,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e52b6308845ebe67,115,train,115,1,3,3,3.437406539916992,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,1845ab4ced2f74a8,116,train,116,1,2,2,1.6157500743865967,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,985b5e013e624d83,117,train,117,1,0,0,0.9600204229354858,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e56f1274514d0d25,118,train,118,1,2,2,8.384891510009766,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e1916bfd8e9d4d3f,119,train,119,1,0,0,1.5782954692840576,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,2d655ef0886baf0b,120,train,120,1,1,1,0.8500216007232666,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,2fc0c32e1a6a287e,121,train,121,1,3,3,8.408994674682617,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,0a4ca665cee52ba9,122,train,122,1,1,1,3.556959629058838,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b4dc59c5a3e56dcd,123,train,123,1,0,0,0.398608535528183,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,457712b429cc0764,124,train,124,1,2,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,ad3e181ae09fc8ef,125,train,125,1,3,1,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,d6dc88bf0fc13d84,126,train,126,1,1,1,2.743443250656128,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,c379169e401fb193,127,train,127,1,3,3,2.7761342525482178,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,a4a2e43b5db1fee1,128,train,128,1,0,0,2.7748422622680664,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d0c2f4ff1e5a1519,129,train,129,1,1,1,0.9544577598571777,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7d3c8763b109520c,130,train,130,1,0,0,5.807771682739258,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,5e02ac6b8464fffc,131,train,131,1,0,0,3.15693998336792,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,494290d4d26f0132,132,train,132,1,0,0,7.769543170928955,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9e0de2dc02314923,133,train,133,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,7cb9d42bcd62fde9,134,train,134,1,3,3,1.3246965408325195,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,7d9b073613514b62,135,train,135,1,1,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,49db016ec28844ba,136,train,136,1,0,0,4.395574569702148,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,57a8d679096bb995,137,train,137,1,1,1,5.096959114074707,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,78572efb4edd38fb,138,train,138,1,1,1,3.1494104862213135,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,3981b08222b692e1,139,train,139,1,1,1,6.599387168884277,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,25ce244ec7ea57b7,140,train,140,1,0,0,1.0027055740356445,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,305cfbd66f1d4cab,141,train,141,1,2,2,6.9425835609436035,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,065d767bdf281283,142,train,142,1,2,2,6.5121169090271,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,91c9f1b68f80c690,143,train,143,1,1,1,1.3078299760818481,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,1443f3df33b5fc9c,144,train,144,1,3,3,3.2226572036743164,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,ca468cee07c88312,145,train,145,1,2,1,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,4053ff0b23aaaad2,146,train,146,1,0,0,4.0462822914123535,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,269fcc98d2ace9e7,147,train,147,1,0,0,2.011913537979126,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,4b68ef1232dc5323,148,train,148,1,0,0,8.91973876953125,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,ba0e29e7226d1c84,149,train,149,1,3,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,a8208054eb9427a9,150,train,150,1,3,3,1.9457993507385254,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,35a190a464e0f68d,151,train,151,1,1,1,3.5447113513946533,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,21891c44988bbd24,152,train,152,1,1,1,4.808691024780273,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,62e5c04f7e8c49df,153,train,153,1,2,2,3.668686628341675,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,086d5fbda4e995e8,154,train,154,1,1,1,1.2020881175994873,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,c3199e30c69865aa,155,train,155,1,0,0,11.622367858886719,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,96e8d6fa4e8f9a6b,156,train,156,1,3,3,3.819822072982788,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9eb567abc02bf1d9,157,train,157,1,3,3,1.3279303312301636,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,83c5ace326cfe017,158,train,158,1,0,0,0.3787095546722412,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,c586ce2eafd320bd,159,train,159,1,3,3,2.8707213401794434,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e2a5a8a88a4988ec,160,train,160,1,1,1,2.28440260887146,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9565edfe40e7a8f3,161,train,161,1,0,0,4.281465530395508,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,77f273743d3e0616,162,train,162,1,1,1,4.748729705810547,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,ac711fec1721eac9,163,train,163,1,3,3,14.15713882446289,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,082a54b87b515b71,164,train,164,1,3,3,11.743091583251953,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,4b87de43036352bc,165,train,165,1,2,2,1.6752880811691284,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,90ff2b2977a60700,166,train,166,1,2,2,2.1495683193206787,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,64aeb0ad4f80a494,167,train,167,1,3,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,6e15c9a880cff9ca,168,train,168,1,3,3,1.157472014427185,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,0b81c0da33857294,169,train,169,1,3,3,1.6128311157226562,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,76a6cf8a7b2309aa,170,train,170,1,3,3,15.122206687927246,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,99ba1876da9423ed,171,train,171,1,3,3,2.2822535037994385,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,e9f8ead428f581c1,172,train,172,1,1,1,6.6682610511779785,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,11fa296e8f43314e,173,train,173,1,0,0,1.4603569507598877,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b4d5f1dcbb72211a,174,train,174,1,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,e79a839c5654ca15,175,train,175,1,0,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,15e754d6960973ed,176,train,176,1,3,3,3.6206138134002686,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b71981c7f430f515,177,train,177,1,2,2,1.7698721885681152,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,9934612b5960285e,178,train,178,1,3,3,8.419158935546875,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,12d24b849872c44c,179,train,179,1,2,2,3.0237438678741455,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,82fa6340a76ee778,180,train,180,1,3,3,3.2615697383880615,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,8cceb8ea82baf813,181,train,181,1,3,3,6.869172096252441,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,d22f3c7494a58e50,182,train,182,1,3,3,2.2695095539093018,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,fb140ffb830b2b04,183,train,183,1,3,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,96fc68edf218975f,184,train,184,1,2,2,1.9383997917175293,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,84ae147b64ede514,185,train,185,1,3,3,5.2415266036987305,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,24a5d7d339621e42,186,train,186,1,3,3,2.683133363723755,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,3e143147e889af52,187,train,187,1,3,3,3.3897311687469482,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,b99115c4a6495659,188,train,188,1,3,3,1.8699843883514404,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,8f54d0ca0513e298,189,train,189,1,2,2,1.7638957500457764,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,6f4eae91e6adac4e,190,train,190,1,2,2,4.848799705505371,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,eb0a885bdbd9369d,191,train,191,1,3,3,3.7470481395721436,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,58a45df7b1733796,192,train,192,1,2,2,2.4249305725097656,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,5c63f34da6e994a4,193,train,193,1,2,0,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,798a69c9e3b3178c,194,train,194,1,2,2,5.120275974273682,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,4e2f68c87fa918ad,195,train,195,1,2,2,2.6471407413482666,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,657cfddc20300d47,196,train,196,1,3,2,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,17bb3fd869b4acbf,197,train,197,1,3,3,9.659459114074707,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,cb9fe181adb035d7,198,train,198,1,3,3,5.2887468338012695,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,cf9d7632009a0fad,199,train,199,1,3,3,2.113023042678833,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,cc7c1cc48ef050a0,200,test,0,0,1,1,6.580533504486084,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,f713028fbc34daa1,201,test,1,0,0,3,0.0,False,0,0,False,1,1,l2
MNIST_QNN_zz_r5_d6_s43,9934cd08bd410e31,202,test,2,0,1,1,3.3238232135772705,True,16,160,False,1,161,l2
MNIST_QNN_zz_r5_d6_s43,87b87bafed91f154,203,test,3,0,0,0,0.47783952951431274,True,16,160,False,1,161,l2
