strategy,auxiliary_target_count,subset_replicate,shots,held_cell,held_target_ids,auxiliary_target_ids
cross_cell_2,2,5,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44
cross_cell_2,2,5,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,5,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,5,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,5,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44
cross_cell_2,2,6,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,6,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,6,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,6,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45
cross_cell_2,2,6,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_z_r1_d6_s45;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,7,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,7,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,7,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,7,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,7,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,8,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,8,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_z_r1_d6_s43
cross_cell_2,2,8,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,8,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,8,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,9,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,9,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,9,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,9,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,9,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,10,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,10,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44
cross_cell_2,2,10,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,10,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,10,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_z_r1_d6_s44
cross_cell_2,2,11,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,11,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,11,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,11,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_eff_su2_r5_d2_s43
cross_cell_2,2,11,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,12,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,12,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,12,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,12,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,12,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_z_r1_d6_s43
cross_cell_2,2,13,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_z_r1_d6_s44
cross_cell_2,2,13,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45
cross_cell_2,2,13,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r5_d2_s45
cross_cell_2,2,13,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,13,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,14,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,14,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_zz_r5_d6_s43
cross_cell_2,2,14,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,14,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,14,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_z_r1_d6_s45;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,15,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s44;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,15,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_zz_r1_d6_s45
cross_cell_2,2,15,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r5_d2_s43
cross_cell_2,2,15,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_eff_su2_r5_d2_s44
cross_cell_2,2,15,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,16,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,16,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,16,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s45;MNIST_QNN_zz_r1_d6_s43
cross_cell_2,2,16,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_eff_su2_r1_d2_s45;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,16,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,17,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,17,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,17,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_zz_r1_d6_s44
cross_cell_2,2,17,128,zz_r1_d6,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44;MNIST_QNN_zz_r1_d6_s45,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s45
cross_cell_2,2,17,128,zz_r5_d6,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44;MNIST_QNN_zz_r5_d6_s45,MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_z_r1_d6_s44
cross_cell_2,2,18,128,eff_su2_r1_d2,MNIST_QNN_eff_su2_r1_d2_s43;MNIST_QNN_eff_su2_r1_d2_s44;MNIST_QNN_eff_su2_r1_d2_s45,MNIST_QNN_z_r1_d6_s45;MNIST_QNN_zz_r5_d6_s45
cross_cell_2,2,18,128,eff_su2_r5_d2,MNIST_QNN_eff_su2_r5_d2_s43;MNIST_QNN_eff_su2_r5_d2_s44;MNIST_QNN_eff_su2_r5_d2_s45,MNIST_QNN_zz_r5_d6_s43;MNIST_QNN_zz_r5_d6_s44
cross_cell_2,2,18,128,z_r1_d6,MNIST_QNN_z_r1_d6_s43;MNIST_QNN_z_r1_d6_s44;MNIST_QNN_z_r1_d6_s45,MNIST_QNN_zz_r1_d6_s43;MNIST_QNN_zz_r1_d6_s44
